"No.","Time","Source","Destination","Protocol","Length","Info"
"8532","790.614208","62.190.147.60","10.20.0.165","TCP","62","80  >  1857 [SYN, ACK] Seq=0 Ack=1 Win=4140 Len=0 MSS=1380 SACK_PERM"
"8533","790.614243","10.20.0.165","62.190.147.60","TCP","54","1857  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"8534","790.614694","10.20.0.165","62.190.147.60","HTTP","951","GET /styles/styles.css?20110912 HTTP/1.1 "
"8535","790.635819","80.252.91.41","10.20.0.165","TCP","60","80  >  1856 [ACK] Seq=2689 Ack=654 Win=64240 Len=0"
"8536","790.677855","195.7.33.37","10.20.0.165","HTTP","738","HTTP/1.1 200 OK  (GIF89a)"
"8537","790.678958","10.20.0.165","195.7.33.37","HTTP","879","GET /images/v3/blogs/john-collins-color.png HTTP/1.1 "
"8538","790.726506","62.190.147.60","10.20.0.165","TCP","590","80  >  1855 [PSH, ACK] Seq=3602 Ack=1804 Win=5943 Len=536 [TCP segment of a reassembled PDU]"
"8539","790.726890","62.190.147.60","10.20.0.165","HTTP","376","HTTP/1.1 200 OK  (text/css)"
"8540","790.726942","10.20.0.165","62.190.147.60","TCP","54","1855  >  80 [ACK] Seq=1804 Ack=4460 Win=65535 Len=0"
"8541","790.726967","89.101.160.4","10.20.0.165","DNS","237","Standard query response 0x9c34 A ds.serving-sys.com CNAME www.eyeblaster-ds.com.edgesuite.net CNAME www.eyeblaster.georedirector.akadns.net CNAME a158.x.akamai.net A 92.122.126.58 A 92.122.126.16"
"8542","790.727733","10.20.0.165","92.122.126.58","TCP","62","1858  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"8543","790.727985","195.7.33.37","10.20.0.165","HTTP","737","HTTP/1.1 200 OK  (GIF89a)"
"8544","790.728980","10.20.0.165","195.7.33.37","HTTP","879","GET /images/v3/blogs/ciara-obrien-color.png HTTP/1.1 "
"8545","790.731354","10.20.0.165","62.190.147.60","HTTP","938","GET /js/scripts.js HTTP/1.1 "
"8546","790.752953","92.122.126.58","10.20.0.165","TCP","62","80  >  1858 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"8547","790.752990","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"8548","790.753490","10.20.0.165","92.122.126.58","HTTP","540","GET /BurstingCachedScripts//SBTemplates_2_4_10/StdBanner.js?ai=6368956 HTTP/1.1 "
"8549","790.768168","62.190.147.60","10.20.0.165","TCP","1434","80  >  1857 [ACK] Seq=1 Ack=898 Win=5037 Len=1380 [TCP segment of a reassembled PDU]"
"8550","790.768225","62.190.147.60","10.20.0.165","TCP","1434","80  >  1857 [ACK] Seq=1381 Ack=898 Win=5037 Len=1380 [TCP segment of a reassembled PDU]"
"8551","790.768271","10.20.0.165","62.190.147.60","TCP","54","1857  >  80 [ACK] Seq=898 Ack=2761 Win=65535 Len=0"
"8552","790.768298","62.190.147.60","10.20.0.165","TCP","1434","80  >  1857 [ACK] Seq=2761 Ack=898 Win=5037 Len=1380 [TCP segment of a reassembled PDU]"
"8553","790.768359","10.20.0.165","62.190.147.60","TCP","54","1857  >  80 [ACK] Seq=898 Ack=4141 Win=65535 Len=0"
"8554","790.768407","62.190.147.60","10.20.0.165","TCP","1434","80  >  1857 [PSH, ACK] Seq=4141 Ack=898 Win=5037 Len=1380 [TCP segment of a reassembled PDU]"
"8555","790.796909","62.190.147.60","10.20.0.165","TCP","674","80  >  1857 [PSH, ACK] Seq=5521 Ack=898 Win=5037 Len=620 [TCP segment of a reassembled PDU]"
"8556","790.796973","10.20.0.165","62.190.147.60","TCP","54","1857  >  80 [ACK] Seq=898 Ack=6141 Win=65535 Len=0"
"8557","790.798371","62.190.147.60","10.20.0.165","HTTP","60","HTTP/1.1 200 OK  (text/css)"
"8558","790.798436","10.20.0.165","62.190.147.60","TCP","54","1857  >  80 [ACK] Seq=898 Ack=6142 Win=65535 Len=0"
"8559","790.798984","10.20.0.165","62.190.147.60","TCP","54","1857  >  80 [FIN, ACK] Seq=898 Ack=6142 Win=65535 Len=0"
"8560","790.831337","62.190.147.60","10.20.0.165","TCP","60","80  >  1857 [ACK] Seq=6142 Ack=899 Win=5037 Len=0"
"8561","790.833968","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=34591 Ack=3431 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8562","790.834022","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=36051 Ack=3431 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8563","790.834069","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=3431 Ack=37511 Win=65535 Len=0"
"8564","790.834095","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=37511 Ack=3431 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8565","790.834154","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=3431 Ack=38971 Win=65535 Len=0"
"8566","790.835403","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=38971 Ack=3431 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8567","790.835455","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=40431 Ack=3431 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8568","790.835503","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=3431 Ack=41891 Win=65535 Len=0"
"8569","790.835530","195.7.33.37","10.20.0.165","HTTP","728","HTTP/1.1 200 OK  (PNG)"
"8570","790.847549","10.20.0.165","195.7.33.37","HTTP","881","GET /images/v3/blogs/laura-slattery-color.png HTTP/1.1 "
"8571","790.891234","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=43033 Ack=6740 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8572","790.891363","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=44493 Ack=6740 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8573","790.891431","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=6740 Ack=45953 Win=65535 Len=0"
"8574","790.891457","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=45953 Ack=6740 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8575","790.891517","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=6740 Ack=47413 Win=65535 Len=0"
"8576","790.892851","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=47413 Ack=6740 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8577","790.892909","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=48873 Ack=6740 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8578","790.892955","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=6740 Ack=50333 Win=65535 Len=0"
"8579","790.893018","195.7.33.37","10.20.0.165","HTTP","1295","HTTP/1.1 200 OK  (PNG)"
"8580","790.893074","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=6740 Ack=51574 Win=64294 Len=0"
"8581","790.896579","10.20.0.165","195.7.33.37","HTTP","859","GET /css/v3/pointer.png HTTP/1.1 "
"8582","790.921319","62.190.147.60","10.20.0.165","TCP","1434","80  >  1855 [ACK] Seq=4460 Ack=2688 Win=6827 Len=1380 [TCP segment of a reassembled PDU]"
"8583","790.921376","62.190.147.60","10.20.0.165","TCP","1434","80  >  1855 [ACK] Seq=5840 Ack=2688 Win=6827 Len=1380 [TCP segment of a reassembled PDU]"
"8584","790.921421","10.20.0.165","62.190.147.60","TCP","54","1855  >  80 [ACK] Seq=2688 Ack=7220 Win=65535 Len=0"
"8585","790.921568","62.190.147.60","10.20.0.165","TCP","1434","80  >  1855 [ACK] Seq=7220 Ack=2688 Win=6827 Len=1380 [TCP segment of a reassembled PDU]"
"8586","790.921627","10.20.0.165","62.190.147.60","TCP","54","1855  >  80 [ACK] Seq=2688 Ack=8600 Win=65535 Len=0"
"8587","790.921673","62.190.147.60","10.20.0.165","TCP","1434","80  >  1855 [PSH, ACK] Seq=8600 Ack=2688 Win=6827 Len=1380 [TCP segment of a reassembled PDU]"
"8588","790.937854","92.122.126.58","10.20.0.165","TCP","60","80  >  1858 [ACK] Seq=1 Ack=487 Win=6432 Len=0"
"8589","790.938752","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=1 Ack=487 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"8590","790.938806","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=1461 Ack=487 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"8591","790.938853","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=487 Ack=2921 Win=65535 Len=0"
"8592","790.938879","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=2921 Ack=487 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"8593","790.938940","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=487 Ack=4381 Win=65535 Len=0"
"8594","790.941933","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=4381 Ack=487 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"8595","790.952595","62.190.147.60","10.20.0.165","TCP","259","80  >  1855 [PSH, ACK] Seq=9980 Ack=2688 Win=6827 Len=205 [TCP segment of a reassembled PDU]"
"8596","790.952654","10.20.0.165","62.190.147.60","TCP","54","1855  >  80 [ACK] Seq=2688 Ack=10185 Win=65535 Len=0"
"8597","790.952707","62.190.147.60","10.20.0.165","HTTP","60","HTTP/1.1 200 OK  (application/x-javascript)"
"8598","790.952761","10.20.0.165","62.190.147.60","TCP","54","1855  >  80 [ACK] Seq=2688 Ack=10186 Win=65535 Len=0"
"8599","790.953974","10.20.0.165","62.190.147.60","TCP","54","1855  >  80 [FIN, ACK] Seq=2688 Ack=10186 Win=65535 Len=0"
"8600","790.962372","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=5841 Ack=487 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"8601","790.962425","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=487 Ack=7301 Win=65535 Len=0"
"8602","790.962451","92.122.126.58","10.20.0.165","HTTP","182","HTTP/1.1 200 OK  (text/javascript)"
"8603","790.967411","10.20.0.165","62.190.147.60","TCP","62","1859  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"8604","790.986334","62.190.147.60","10.20.0.165","TCP","60","80  >  1855 [ACK] Seq=10186 Ack=2689 Win=6827 Len=0"
"8605","790.988399","10.20.0.165","80.252.91.41","TCP","62","1860  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"8606","790.997248","62.190.147.60","10.20.0.165","TCP","62","80  >  1859 [SYN, ACK] Seq=0 Ack=1 Win=4140 Len=0 MSS=1380 SACK_PERM"
"8607","790.997344","10.20.0.165","62.190.147.60","TCP","54","1859  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"8608","791.019932","80.252.91.41","10.20.0.165","TCP","62","80  >  1860 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 SACK_PERM"
"8609","791.019968","10.20.0.165","80.252.91.41","TCP","54","1860  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"8610","791.021350","10.20.0.165","62.190.147.60","HTTP","935","GET /js/help.js HTTP/1.1 "
"8611","791.021752","10.20.0.165","80.252.91.41","HTTP","691","GET /BurstingPipe/adServer.bs?cn=cdi&ai=6368956&p=&pi=0&ru=http://ds.serving-sys.com/BurstingRes///Site-39915/Type-0/c0b5c878-3548-4904-8d0e-88bbdcad9f92.gif&ord=40827306791068&dg=125528 HTTP/1.1 "
"8612","791.033619","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=42565 Ack=4258 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8613","791.033741","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=44025 Ack=4258 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8614","791.033795","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=4258 Ack=45485 Win=65535 Len=0"
"8615","791.033823","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=45485 Ack=4258 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8616","791.033886","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=4258 Ack=46945 Win=65535 Len=0"
"8617","791.035127","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=46945 Ack=4258 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8618","791.035181","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=48405 Ack=4258 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8619","791.035228","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=4258 Ack=49865 Win=65535 Len=0"
"8620","791.035275","195.7.33.37","10.20.0.165","HTTP","1144","HTTP/1.1 200 OK  (PNG)"
"8621","791.035332","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=4258 Ack=50955 Win=64445 Len=0"
"8622","791.037010","64.236.124.229","10.20.0.165","TCP","60","80  >  1853 [FIN, ACK] Seq=662 Ack=453 Win=6432 Len=0"
"8623","791.037070","10.20.0.165","64.236.124.229","TCP","54","1853  >  80 [ACK] Seq=453 Ack=663 Win=64874 Len=0"
"8624","791.079883","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=487 Ack=7429 Win=65407 Len=0"
"8625","791.093375","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=51574 Ack=7545 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8626","791.093484","195.7.33.37","10.20.0.165","HTTP","952","HTTP/1.1 404 Not Found  (text/html)"
"8627","791.093568","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=7545 Ack=53932 Win=65535 Len=0"
"8628","791.115585","10.20.0.165","195.7.33.37","HTTP","901","GET /business/featureditem/images/1224288688699.jpg?ts=1296507812 HTTP/1.1 "
"8629","791.121309","10.20.0.165","195.7.33.37","HTTP","883","GET /business/rhsitems/images/1224287547661.jpg HTTP/1.1 "
"8630","791.183988","62.190.147.60","10.20.0.165","HTTP","1314","HTTP/1.1 200 OK  (application/x-javascript)"
"8631","791.190740","80.252.91.41","10.20.0.165","HTTP","571","HTTP/1.1 302 Object moved  (text/html)"
"8632","791.190822","10.20.0.165","80.252.91.41","TCP","54","1860  >  80 [ACK] Seq=638 Ack=519 Win=65018 Len=0"
"8633","791.223623","64.236.124.229","10.20.0.165","TCP","60","80  >  1850 [FIN, ACK] Seq=1717 Ack=2215 Win=10720 Len=0"
"8634","791.223741","10.20.0.165","64.236.124.229","TCP","54","1850  >  80 [ACK] Seq=2215 Ack=1718 Win=65279 Len=0"
"8635","791.236799","10.20.0.165","80.252.91.41","TCP","54","1860  >  80 [FIN, ACK] Seq=638 Ack=519 Win=65018 Len=0"
"8636","791.237576","10.20.0.165","92.122.126.58","HTTP","547","GET /BurstingRes///Site-39915/Type-0/c0b5c878-3548-4904-8d0e-88bbdcad9f92.gif HTTP/1.1 "
"8637","791.253307","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=50955 Ack=5105 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8638","791.253414","195.7.33.37","10.20.0.165","HTTP","555","HTTP/1.1 200 OK  (JPEG JFIF image)"
"8639","791.253476","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5105 Ack=52916 Win=65535 Len=0"
"8640","791.259400","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=53932 Ack=8374 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8641","791.261600","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=55392 Ack=8374 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8642","791.261653","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=8374 Ack=56852 Win=65535 Len=0"
"8643","791.261679","195.7.33.37","10.20.0.165","HTTP","315","HTTP/1.1 200 OK  (JPEG JFIF image)"
"8644","791.271999","80.252.91.41","10.20.0.165","TCP","60","80  >  1860 [ACK] Seq=519 Ack=639 Win=64240 Len=0"
"8645","791.359135","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=7429 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8646","791.359212","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=8889 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8647","791.359267","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=10349 Win=65535 Len=0"
"8648","791.361633","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=10349 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8649","791.361792","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=11809 Win=65535 Len=0"
"8650","791.361821","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=11809 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8651","791.361867","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=13269 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8652","791.361913","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=14729 Win=65535 Len=0"
"8653","791.381608","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=8374 Ack=57113 Win=65274 Len=0"
"8654","791.381843","10.20.0.165","62.190.147.60","TCP","54","1859  >  80 [ACK] Seq=882 Ack=1261 Win=64275 Len=0"
"8655","791.387970","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=14729 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8656","791.388091","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=16189 Win=65535 Len=0"
"8657","791.388124","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=16189 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8658","791.388180","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=17649 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8659","791.388225","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=19109 Win=62615 Len=0"
"8660","791.388252","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=19109 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8661","791.391980","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=20569 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8662","791.392038","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=22029 Win=59695 Len=0"
"8663","791.392110","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=22029 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8664","791.438953","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=23489 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8665","791.439009","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=24949 Win=56775 Len=0"
"8666","791.439037","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=24949 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8667","791.440062","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=26409 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8668","791.440112","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=27869 Win=53855 Len=0"
"8669","791.442311","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=27869 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8670","791.442360","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=29329 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8671","791.442408","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=30789 Win=50935 Len=0"
"8672","791.442436","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=30789 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8673","791.442482","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=32249 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8674","791.442528","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=33709 Win=48015 Len=0"
"8675","791.442555","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=33709 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8676","791.446463","10.20.0.165","195.7.33.37","HTTP","889","GET /events/innovation-awards/images/rhs-tile-300.jpg HTTP/1.1 "
"8677","791.446903","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=35169 Win=50315 Len=0"
"8678","791.447727","10.20.0.165","92.122.126.58","TCP","54","[TCP Window Update] 1858  >  80 [ACK] Seq=980 Ack=35169 Win=65535 Len=0"
"8679","791.451695","10.20.0.165","195.7.33.37","HTTP","885","GET /images/v3/business/business-podcast-tile.jpg HTTP/1.1 "
"8680","791.462411","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=35169 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8681","791.464466","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=36629 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8682","791.464529","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=38089 Win=65535 Len=0"
"8683","791.464559","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=38089 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8684","791.464640","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=39549 Win=65535 Len=0"
"8685","791.468015","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=39549 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8686","791.468096","92.122.126.58","10.20.0.165","TCP","1514","80  >  1858 [ACK] Seq=41009 Ack=980 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"8687","791.468150","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=42469 Win=65535 Len=0"
"8688","791.468175","92.122.126.58","10.20.0.165","HTTP","768","HTTP/1.1 200 OK  (GIF89a)"
"8689","791.471646","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=52916 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8690","791.471794","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=54376 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8691","791.471842","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5940 Ack=55836 Win=65535 Len=0"
"8692","791.471977","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=55836 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8693","791.472037","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5940 Ack=57296 Win=65535 Len=0"
"8694","791.472278","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=57296 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8695","791.472325","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=58756 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8696","791.472391","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5940 Ack=60216 Win=65535 Len=0"
"8697","791.472439","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [PSH, ACK] Seq=60216 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8698","791.472497","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5940 Ack=61676 Win=65535 Len=0"
"8699","791.472674","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=61676 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8700","791.474179","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=63136 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8701","791.474284","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5940 Ack=64596 Win=62615 Len=0"
"8702","791.474321","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=64596 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8703","791.474423","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=66056 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8704","791.474478","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5940 Ack=67516 Win=59695 Len=0"
"8705","791.474506","195.7.33.37","10.20.0.165","TCP","1514","80  >  1854 [ACK] Seq=67516 Ack=5940 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8706","791.474552","195.7.33.37","10.20.0.165","HTTP","1466","HTTP/1.1 200 OK  (JPEG JFIF image)"
"8707","791.474598","10.20.0.165","195.7.33.37","TCP","54","1854  >  80 [ACK] Seq=5940 Ack=70388 Win=56823 Len=0"
"8708","791.475945","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=57113 Ack=9205 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8709","791.476004","195.7.33.37","10.20.0.165","TCP","1514","80  >  1848 [ACK] Seq=58573 Ack=9205 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"8710","791.476050","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=9205 Ack=60033 Win=65535 Len=0"
"8711","791.476076","195.7.33.37","10.20.0.165","HTTP","258","HTTP/1.1 200 OK  (JPEG JFIF image)"
"8712","791.582769","10.20.0.165","195.7.33.37","TCP","54","1848  >  80 [ACK] Seq=9205 Ack=60237 Win=65331 Len=0"
"8713","791.583353","10.20.0.165","92.122.126.58","TCP","54","1858  >  80 [ACK] Seq=980 Ack=43183 Win=64821 Len=0"
"8714","791.629824","10.20.0.165","195.7.33.37","TCP","54","[TCP Window Update] 1854  >  80 [ACK] Seq=5940 Ack=70388 Win=60583 Len=0"
